SNo,Urn,JournalDate,PurchaseDate,ExpiryDate,Purchaser,Prefix,BondNumber,Denominations,IssueBranchCode,PayTeller
9132,8.47202E+20,4/9/2022,4/9/2022,4/23/2022,SEI DIAMOND PVT LTD,OC,12058,10000000,847,3898296
9133,8.47202E+20,4/8/2022,4/9/2022,4/23/2022,SEI VENUS PVT LTD,OC,12051,10000000,847,3898296
9134,8.47202E+20,4/9/2022,4/9/2022,4/23/2022,SEI VENUS PVT LTD,OC,12053,10000000,847,3898296
9135,8.47202E+20,4/8/2022,4/9/2022,4/23/2022,SUNBORNE ENERGY ANDHRA PVT LTD,OC,12055,10000000,847,3898296
9136,8.47202E+20,4/9/2022,4/9/2022,4/23/2022,SUNBORNE ENERGY ANDHRA PVT LTD,OC,12057,10000000,847,3898296
9137,8.47202E+20,4/8/2022,4/9/2022,4/23/2022,TANOT WIND POWER VENTURES PVT LTD,OC,12067,10000000,847,3898296
9138,8.47202E+20,4/9/2022,4/9/2022,4/23/2022,TANOT WIND POWER VENTURES PVT LTD,OC,12069,10000000,847,3898296
9139,8.47202E+20,4/9/2022,4/9/2022,4/23/2022,TANOT WIND POWER VENTURES PVT LTD,OC,12065,10000000,847,3898296
9140,8.47202E+20,4/9/2022,4/9/2022,4/23/2022,TANOT WIND POWER VENTURES PVT LTD,OC,12071,10000000,847,3898296
9141,8.47202E+20,7/1/2022,7/1/2022,7/15/2022,DR REDDYS LABORATORIES LIMITED,OC,12072,10000000,847,3394387
9142,8.47202E+20,7/1/2022,7/1/2022,7/15/2022,DR REDDYS LABORATORIES LIMITED,OC,12068,10000000,847,3394387
9143,8.47202E+20,7/1/2022,7/1/2022,7/15/2022,DR REDDYS LABORATORIES LIMITED,OC,12066,10000000,847,3394387
9144,8.47202E+20,7/1/2022,7/1/2022,7/15/2022,DR REDDYS LABORATORIES LIMITED,OC,12070,10000000,847,3394387
9145,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,ESSEL MINING AND INDS LTD,OC,10272,10000000,1,6405134
9146,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,ESSEL MINING AND INDS LTD,OC,10314,10000000,1,6405134
9147,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,ESSEL MINING AND INDS LTD,OC,10320,10000000,1,6405134
9148,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,ESSEL MINING AND INDS LTD,OC,10366,10000000,1,6405134
9149,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,ESSEL MINING AND INDS LTD,OC,10304,10000000,1,6405134
9150,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,ESSEL MINING AND INDS LTD,OC,10352,10000000,1,6405134
9151,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,ESSEL MINING AND INDS LTD,OC,10358,10000000,1,6405134
9152,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,ESSEL MINING AND INDS LTD,OC,10290,10000000,1,6405134
9153,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,ESSEL MINING AND INDS LTD,OC,10310,10000000,1,6405134
9154,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,ESSEL MINING AND INDS LTD,OC,10354,10000000,1,6405134
9155,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,ESSEL MINING AND INDS LTD,OC,10308,10000000,1,6405134
9156,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,ESSEL MINING AND INDS LTD,OC,10274,10000000,1,6405134
9157,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,ESSEL MINING AND INDS LTD,OC,10318,10000000,1,6405134
9158,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,ESSEL MINING AND INDS LTD,OC,10342,10000000,1,6405134
9159,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,ESSEL MINING AND INDS LTD,OC,10300,10000000,1,6405134
9160,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,ESSEL MINING AND INDS LTD,OC,10270,10000000,1,6405134
9161,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,ESSEL MINING AND INDS LTD,OC,10364,10000000,1,6405134
9162,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,ESSEL MINING AND INDS LTD,OC,10316,10000000,1,6405134
9163,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,ESSEL MINING AND INDS LTD,OC,10298,10000000,1,6405134
9164,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,ESSEL MINING AND INDS LTD,OC,10312,10000000,1,6405134
9165,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,ESSEL MINING AND INDS LTD,OC,10284,10000000,1,6405134
9166,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,ESSEL MINING AND INDS LTD,OC,10336,10000000,1,6405134
9167,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,ESSEL MINING AND INDS LTD,OC,10280,10000000,1,6405134
9168,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,ESSEL MINING AND INDS LTD,OC,10356,10000000,1,6405134
9169,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,ESSEL MINING AND INDS LTD,OC,10332,10000000,1,6405134
9170,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,ESSEL MINING AND INDS LTD,OC,10322,10000000,1,6405134
9171,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,ESSEL MINING AND INDS LTD,OC,10324,10000000,1,6405134
9172,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,ESSEL MINING AND INDS LTD,OC,10292,10000000,1,6405134
9173,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,ESSEL MINING AND INDS LTD,OC,10350,10000000,1,6405134
9174,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,ESSEL MINING AND INDS LTD,OC,10276,10000000,1,6405134
9175,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,ESSEL MINING AND INDS LTD,OC,10294,10000000,1,6405134
9176,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,ESSEL MINING AND INDS LTD,OC,10326,10000000,1,6405134
9177,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,ESSEL MINING AND INDS LTD,OC,10282,10000000,1,6405134
9178,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,ESSEL MINING AND INDS LTD,OC,10328,10000000,1,6405134
9179,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,ESSEL MINING AND INDS LTD,OC,10348,10000000,1,6405134
9180,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,ESSEL MINING AND INDS LTD,OC,10302,10000000,1,6405134
9181,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,ESSEL MINING AND INDS LTD,OC,10338,10000000,1,6405134
9182,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,ESSEL MINING AND INDS LTD,OC,10278,10000000,1,6405134
9183,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,ESSEL MINING AND INDS LTD,OC,10286,10000000,1,6405134
9184,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,ESSEL MINING AND INDS LTD,OC,10288,10000000,1,6405134
9185,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,ESSEL MINING AND INDS LTD,OC,10334,10000000,1,6405134
9186,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,ESSEL MINING AND INDS LTD,OC,10296,10000000,1,6405134
9187,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,ESSEL MINING AND INDS LTD,OC,10306,10000000,1,6405134
9188,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,ESSEL MINING AND INDS LTD,OC,10330,10000000,1,6405134
9189,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,ESSEL MINING AND INDS LTD,OC,10268,10000000,1,6405134
9190,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,ESSEL MINING AND INDS LTD,OC,10360,10000000,1,6405134
9191,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,ESSEL MINING AND INDS LTD,OC,10362,10000000,1,6405134
9192,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,ESSEL MINING AND INDS LTD,OC,10340,10000000,1,6405134
9193,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,ESSEL MINING AND INDS LTD,OC,10344,10000000,1,6405134
9194,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,ESSEL MINING AND INDS LTD,OC,10346,10000000,1,6405134
9195,6.91202E+20,7/1/2022,7/1/2022,7/15/2022,JINDAL STAINLESS LTD,OC,11714,10000000,691,5972302
9196,6.91202E+20,7/1/2022,7/1/2022,7/15/2022,JINDAL STAINLESS LTD,OC,11702,10000000,691,5972302
9197,6.91202E+20,7/1/2022,7/1/2022,7/15/2022,JINDAL STAINLESS LTD,OC,11716,10000000,691,5972302
9198,6.91202E+20,7/1/2022,7/1/2022,7/15/2022,JINDAL STAINLESS LTD,OC,11734,10000000,691,5972302
9199,6.91202E+20,7/1/2022,7/1/2022,7/15/2022,JINDAL STAINLESS LTD,OC,11740,10000000,691,5972302
9200,6.91202E+20,7/1/2022,7/1/2022,7/15/2022,JINDAL STAINLESS LTD,OC,11720,10000000,691,5972302
9201,6.91202E+20,7/1/2022,7/1/2022,7/15/2022,JINDAL STAINLESS LTD,OC,11706,10000000,691,5972302
9202,6.91202E+20,7/1/2022,7/1/2022,7/15/2022,JINDAL STAINLESS LTD,OC,11732,10000000,691,5972302
9203,6.91202E+20,7/1/2022,7/1/2022,7/15/2022,JINDAL STAINLESS LTD,OC,11710,10000000,691,5972302
9204,6.91202E+20,7/1/2022,7/1/2022,7/15/2022,JINDAL STAINLESS LTD,OC,11730,10000000,691,5972302
9205,6.91202E+20,7/1/2022,7/1/2022,7/15/2022,JINDAL STAINLESS LTD,OC,11728,10000000,691,5972302
9206,6.91202E+20,7/1/2022,7/1/2022,7/15/2022,JINDAL STAINLESS LTD,OC,11726,10000000,691,5972302
9207,6.91202E+20,7/1/2022,7/1/2022,7/15/2022,JINDAL STAINLESS LTD,OC,11708,10000000,691,5972302
9208,6.91202E+20,7/1/2022,7/1/2022,7/15/2022,JINDAL STAINLESS LTD,OC,11718,10000000,691,5972302
9209,6.91202E+20,7/1/2022,7/1/2022,7/15/2022,JINDAL STAINLESS LTD,OC,11738,10000000,691,5972302
9210,6.91202E+20,7/1/2022,7/1/2022,7/15/2022,JINDAL STAINLESS LTD,OC,11704,10000000,691,5972302
9211,6.91202E+20,7/1/2022,7/1/2022,7/15/2022,JINDAL STAINLESS LTD,OC,11736,10000000,691,5972302
9212,6.91202E+20,7/1/2022,7/1/2022,7/15/2022,JINDAL STAINLESS LTD,OC,11722,10000000,691,5972302
9213,6.91202E+20,7/1/2022,7/1/2022,7/15/2022,JINDAL STAINLESS LTD,OC,11712,10000000,691,5972302
9214,6.91202E+20,7/1/2022,7/1/2022,7/15/2022,JINDAL STAINLESS LTD,OC,11724,10000000,691,5972302
9215,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,MKJ ENTERPRISES LIMITED,OC,10266,10000000,1,6405134
9216,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,MKJ ENTERPRISES LIMITED,OC,10248,10000000,1,6405134
9217,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,MKJ ENTERPRISES LIMITED,OC,10254,10000000,1,6405134
9218,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,MKJ ENTERPRISES LIMITED,OC,10256,10000000,1,6405134
9219,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,MKJ ENTERPRISES LIMITED,OC,10246,10000000,1,6405134
9220,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,MKJ ENTERPRISES LIMITED,OC,10250,10000000,1,6405134
9221,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,MKJ ENTERPRISES LIMITED,OC,10258,10000000,1,6405134
9222,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,MKJ ENTERPRISES LIMITED,OC,10252,10000000,1,6405134
9223,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,MKJ ENTERPRISES LIMITED,OC,10262,10000000,1,6405134
9224,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,MKJ ENTERPRISES LIMITED,OC,10264,10000000,1,6405134
9225,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,MKJ ENTERPRISES LIMITED,OC,10244,10000000,1,6405134
9226,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,MKJ ENTERPRISES LIMITED,OC,10260,10000000,1,6405134
9227,8.47202E+20,7/1/2022,7/1/2022,7/15/2022,NATCO PHARMA LIMITED,OC,12074,10000000,847,3394387
9228,8.47202E+20,7/1/2022,7/1/2022,7/15/2022,NATCO PHARMA LIMITED,OC,12080,10000000,847,3394387
9229,8.47202E+20,7/1/2022,7/1/2022,7/15/2022,NATCO PHARMA LIMITED,OC,12088,10000000,847,3394387
9230,8.47202E+20,7/1/2022,7/1/2022,7/15/2022,NATCO PHARMA LIMITED,OC,12092,10000000,847,3394387
9231,8.47202E+20,7/1/2022,7/1/2022,7/15/2022,NATCO PHARMA LIMITED,OC,12084,10000000,847,3394387
9232,8.47202E+20,7/1/2022,7/1/2022,7/15/2022,NATCO PHARMA LIMITED,OC,12086,10000000,847,3394387
9233,8.47202E+20,7/1/2022,7/1/2022,7/15/2022,NATCO PHARMA LIMITED,OC,12090,10000000,847,3394387
9234,8.47202E+20,7/1/2022,7/1/2022,7/15/2022,NATCO PHARMA LIMITED,OC,12096,10000000,847,3394387
9235,8.47202E+20,7/1/2022,7/1/2022,7/15/2022,NATCO PHARMA LIMITED,OC,12094,10000000,847,3394387
9236,8.47202E+20,7/1/2022,7/1/2022,7/15/2022,NATCO PHARMA LIMITED,OC,12078,10000000,847,3394387
9237,8.47202E+20,7/1/2022,7/1/2022,7/15/2022,NATCO PHARMA LIMITED,OC,12082,10000000,847,3394387
9238,8.47202E+20,7/1/2022,7/1/2022,7/15/2022,NATCO PHARMA LIMITED,OC,12076,10000000,847,3394387
9239,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,TRANSWAYS EXIM PRIVATE LIMITED,TL,14740,1000000,1,6405134
9240,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,TRANSWAYS EXIM PRIVATE LIMITED,TL,14801,1000000,1,6405134
9241,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,TRANSWAYS EXIM PRIVATE LIMITED,TL,14710,1000000,1,6405134
9242,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,TRANSWAYS EXIM PRIVATE LIMITED,TL,14500,1000000,1,6405134
9243,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,TRANSWAYS EXIM PRIVATE LIMITED,TL,14712,1000000,1,6405134
9244,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,TRANSWAYS EXIM PRIVATE LIMITED,TL,14718,1000000,1,6405134
9245,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,TRANSWAYS EXIM PRIVATE LIMITED,TL,14498,1000000,1,6405134
9246,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,TRANSWAYS EXIM PRIVATE LIMITED,TL,14726,1000000,1,6405134
9247,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,TRANSWAYS EXIM PRIVATE LIMITED,TL,14714,1000000,1,6405134
9248,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,TRANSWAYS EXIM PRIVATE LIMITED,TL,14748,1000000,1,6405134
9249,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,TRANSWAYS EXIM PRIVATE LIMITED,TL,14746,1000000,1,6405134
9250,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,TRANSWAYS EXIM PRIVATE LIMITED,TL,14734,1000000,1,6405134
9251,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,TRANSWAYS EXIM PRIVATE LIMITED,TL,14744,1000000,1,6405134
9252,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,TRANSWAYS EXIM PRIVATE LIMITED,TL,14750,1000000,1,6405134
9253,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,TRANSWAYS EXIM PRIVATE LIMITED,TL,14720,1000000,1,6405134
9254,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,TRANSWAYS EXIM PRIVATE LIMITED,TL,14716,1000000,1,6405134
9255,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,TRANSWAYS EXIM PRIVATE LIMITED,TL,14722,1000000,1,6405134
9256,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,TRANSWAYS EXIM PRIVATE LIMITED,TL,14803,1000000,1,6405134
9257,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,TRANSWAYS EXIM PRIVATE LIMITED,TL,14728,1000000,1,6405134
9258,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,TRANSWAYS EXIM PRIVATE LIMITED,TL,14492,1000000,1,6405134
9259,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,TRANSWAYS EXIM PRIVATE LIMITED,TL,14708,1000000,1,6405134
9260,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,TRANSWAYS EXIM PRIVATE LIMITED,TL,14736,1000000,1,6405134
9261,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,TRANSWAYS EXIM PRIVATE LIMITED,TL,14494,1000000,1,6405134
9262,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,TRANSWAYS EXIM PRIVATE LIMITED,TL,14732,1000000,1,6405134
9263,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,TRANSWAYS EXIM PRIVATE LIMITED,TL,14738,1000000,1,6405134
9264,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,TRANSWAYS EXIM PRIVATE LIMITED,TL,14742,1000000,1,6405134
9265,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,TRANSWAYS EXIM PRIVATE LIMITED,TL,14730,1000000,1,6405134
9266,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,TRANSWAYS EXIM PRIVATE LIMITED,TL,14724,1000000,1,6405134
9267,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,TRANSWAYS EXIM PRIVATE LIMITED,TL,14706,1000000,1,6405134
9268,1.20221E+18,7/1/2022,7/1/2022,7/15/2022,TRANSWAYS EXIM PRIVATE LIMITED,TL,14496,1000000,1,6405134
9269,8.47202E+20,7/2/2022,7/2/2022,7/16/2022,AUROBINDO PHARMA LIMITED,OC,12081,10000000,847,3394387
9270,8.47202E+20,7/2/2022,7/2/2022,7/16/2022,AUROBINDO PHARMA LIMITED,TL,7593,1000000,847,3394387
9271,8.47202E+20,7/2/2022,7/2/2022,7/16/2022,AUROBINDO PHARMA LIMITED,TL,7599,1000000,847,3394387
9272,8.47202E+20,7/2/2022,7/2/2022,7/16/2022,AUROBINDO PHARMA LIMITED,TL,7595,1000000,847,3394387
9273,8.47202E+20,7/2/2022,7/2/2022,7/16/2022,AUROBINDO PHARMA LIMITED,TL,7597,1000000,847,3394387
9274,8.47202E+20,7/2/2022,7/2/2022,7/16/2022,AUROBINDO PHARMA LIMITED,TL,7301,1000000,847,3394387
9275,8.47202E+20,7/2/2022,7/2/2022,7/16/2022,GREENKO ENERGY PROJECTS PRIVATE LTD,OC,12077,10000000,847,3394387
9276,8.47202E+20,7/2/2022,7/2/2022,7/16/2022,GREENKO ENERGY PROJECTS PRIVATE LTD,OC,12075,10000000,847,3394387
9277,8.47202E+20,7/2/2022,7/2/2022,7/16/2022,GREENKO ENERGY PROJECTS PRIVATE LTD,OC,12073,10000000,847,3394387
9278,8.47202E+20,7/2/2022,7/2/2022,7/16/2022,GREENKO ENERGY PROJECTS PRIVATE LTD,OC,12079,10000000,847,3394387
9279,8.47202E+20,7/2/2022,7/2/2022,7/16/2022,GREENKO ENERGY PROJECTS PRIVATE LTD,OC,12083,10000000,847,3394387
9280,8.47202E+20,7/2/2022,7/2/2022,7/16/2022,GREENKO ENERGY PROJECTS PRIVATE LTD,OC,12095,10000000,847,3394387
9281,8.47202E+20,7/2/2022,7/2/2022,7/16/2022,GREENKO ENERGY PROJECTS PRIVATE LTD,OC,12091,10000000,847,3394387
9282,8.47202E+20,7/2/2022,7/2/2022,7/16/2022,GREENKO ENERGY PROJECTS PRIVATE LTD,OC,12087,10000000,847,3394387
9283,6.91202E+20,7/2/2022,7/2/2022,7/16/2022,VEDANTA LIMITED,OC,11754,10000000,691,5972302
9284,6.91202E+20,7/2/2022,7/2/2022,7/16/2022,VEDANTA LIMITED,OC,11774,10000000,691,5972302
9285,6.91202E+20,7/2/2022,7/2/2022,7/16/2022,VEDANTA LIMITED,OC,11772,10000000,691,5972302
9286,6.91202E+20,7/2/2022,7/2/2022,7/16/2022,VEDANTA LIMITED,OC,11746,10000000,691,5972302
9287,6.91202E+20,7/2/2022,7/2/2022,7/16/2022,VEDANTA LIMITED,OC,11788,10000000,691,5972302
9288,6.91202E+20,7/2/2022,7/2/2022,7/16/2022,VEDANTA LIMITED,OC,11768,10000000,691,5972302
9289,6.91202E+20,7/2/2022,7/2/2022,7/16/2022,VEDANTA LIMITED,OC,11758,10000000,691,5972302
9290,6.91202E+20,7/2/2022,7/2/2022,7/16/2022,VEDANTA LIMITED,OC,11760,10000000,691,5972302
9291,6.91202E+20,7/2/2022,7/2/2022,7/16/2022,VEDANTA LIMITED,OC,11778,10000000,691,5972302
9292,6.91202E+20,7/2/2022,7/2/2022,7/16/2022,VEDANTA LIMITED,OC,11764,10000000,691,5972302
9293,6.91202E+20,7/2/2022,7/2/2022,7/16/2022,VEDANTA LIMITED,OC,11784,10000000,691,5972302
9294,6.91202E+20,7/2/2022,7/2/2022,7/16/2022,VEDANTA LIMITED,OC,11776,10000000,691,5972302
9295,6.91202E+20,7/2/2022,7/2/2022,7/16/2022,VEDANTA LIMITED,OC,11748,10000000,691,5972302
9296,6.91202E+20,7/2/2022,7/2/2022,7/16/2022,VEDANTA LIMITED,OC,11786,10000000,691,5972302
9297,6.91202E+20,7/2/2022,7/2/2022,7/16/2022,VEDANTA LIMITED,OC,11766,10000000,691,5972302
9298,6.91202E+20,7/2/2022,7/2/2022,7/16/2022,VEDANTA LIMITED,OC,11790,10000000,691,5972302
9299,6.91202E+20,7/2/2022,7/2/2022,7/16/2022,VEDANTA LIMITED,OC,11780,10000000,691,5972302
9300,6.91202E+20,7/2/2022,7/2/2022,7/16/2022,VEDANTA LIMITED,OC,11744,10000000,691,5972302
9301,6.91202E+20,7/2/2022,7/2/2022,7/16/2022,VEDANTA LIMITED,OC,11752,10000000,691,5972302
9302,6.91202E+20,7/2/2022,7/2/2022,7/16/2022,VEDANTA LIMITED,OC,11770,10000000,691,5972302
9303,6.91202E+20,7/2/2022,7/2/2022,7/16/2022,VEDANTA LIMITED,OC,11756,10000000,691,5972302
9304,6.91202E+20,7/2/2022,7/2/2022,7/16/2022,VEDANTA LIMITED,OC,11742,10000000,691,5972302
9305,6.91202E+20,7/2/2022,7/2/2022,7/16/2022,VEDANTA LIMITED,OC,11750,10000000,691,5972302
9306,6.91202E+20,7/2/2022,7/2/2022,7/16/2022,VEDANTA LIMITED,OC,11762,10000000,691,5972302
9307,6.91202E+20,7/2/2022,7/2/2022,7/16/2022,VEDANTA LIMITED,OC,11782,10000000,691,5972302
9308,1.20221E+18,7/4/2022,7/4/2022,7/18/2022,PRB SECURITIES PVT LTD,OC,10273,10000000,1,6405134
9309,1.20221E+18,7/4/2022,7/4/2022,7/18/2022,RITESH AGARWAL,OT,5029,1000,1,6405134
9310,1.20221E+18,7/4/2022,7/4/2022,7/18/2022,RITESH AGARWAL,OT,5026,1000,1,6405134
9311,1.20221E+18,7/4/2022,7/4/2022,7/18/2022,RITESH AGARWAL,OT,5031,1000,1,6405134
9312,1.20221E+18,7/4/2022,7/4/2022,7/18/2022,RITESH AGARWAL,OT,5024,1000,1,6405134
9313,1.20221E+18,7/4/2022,7/4/2022,7/18/2022,RITESH AGARWAL,OT,5033,1000,1,6405134
9314,1.20221E+18,7/5/2022,7/5/2022,7/19/2022,HALDIA ENERGY LIMITED,OC,10337,10000000,1,6405134
9315,1.20221E+18,7/5/2022,7/5/2022,7/19/2022,HALDIA ENERGY LIMITED,OC,10343,10000000,1,6405134
9316,1.20221E+18,7/5/2022,7/5/2022,7/19/2022,HALDIA ENERGY LIMITED,OC,10341,10000000,1,6405134
9317,1.20221E+18,7/5/2022,7/5/2022,7/19/2022,HALDIA ENERGY LIMITED,OC,10335,10000000,1,6405134
9318,1.20221E+18,7/5/2022,7/5/2022,7/19/2022,HALDIA ENERGY LIMITED,OC,10333,10000000,1,6405134
9319,1.20221E+18,7/5/2022,7/5/2022,7/19/2022,HALDIA ENERGY LIMITED,OC,10331,10000000,1,6405134
9320,1.20221E+18,7/5/2022,7/5/2022,7/19/2022,HALDIA ENERGY LIMITED,OC,10339,10000000,1,6405134
9321,1.20221E+18,7/5/2022,7/5/2022,7/19/2022,HALDIA ENERGY LIMITED,OC,10299,10000000,1,6405134
9322,1.20221E+18,7/5/2022,7/5/2022,7/19/2022,HALDIA ENERGY LIMITED,OC,10327,10000000,1,6405134
9323,1.20221E+18,7/5/2022,7/5/2022,7/19/2022,HALDIA ENERGY LIMITED,OC,10291,10000000,1,6405134
9324,1.20221E+18,7/5/2022,7/5/2022,7/19/2022,HALDIA ENERGY LIMITED,OC,10289,10000000,1,6405134
9325,1.20221E+18,7/5/2022,7/5/2022,7/19/2022,HALDIA ENERGY LIMITED,OC,10293,10000000,1,6405134
9326,1.20221E+18,7/5/2022,7/5/2022,7/19/2022,HALDIA ENERGY LIMITED,OC,10329,10000000,1,6405134
9327,1.20221E+18,7/5/2022,7/5/2022,7/19/2022,HALDIA ENERGY LIMITED,OC,10297,10000000,1,6405134
9328,1.20221E+18,7/5/2022,7/5/2022,7/19/2022,HALDIA ENERGY LIMITED,OC,10287,10000000,1,6405134
9329,1.20221E+18,7/5/2022,7/5/2022,7/19/2022,HALDIA ENERGY LIMITED,OC,10295,10000000,1,6405134
9330,1.20221E+18,7/5/2022,7/5/2022,7/19/2022,HALDIA ENERGY LIMITED,OC,10285,10000000,1,6405134
9331,1.20221E+18,7/5/2022,7/5/2022,7/19/2022,HALDIA ENERGY LIMITED,OC,10281,10000000,1,6405134
9332,1.20221E+18,7/5/2022,7/5/2022,7/19/2022,HALDIA ENERGY LIMITED,OC,10321,10000000,1,6405134
9333,1.20221E+18,7/5/2022,7/5/2022,7/19/2022,HALDIA ENERGY LIMITED,OC,10279,10000000,1,6405134
9334,1.20221E+18,7/5/2022,7/5/2022,7/19/2022,HALDIA ENERGY LIMITED,OC,10283,10000000,1,6405134
9335,1.20221E+18,7/5/2022,7/5/2022,7/19/2022,HALDIA ENERGY LIMITED,OC,10319,10000000,1,6405134
9336,1.20221E+18,7/5/2022,7/5/2022,7/19/2022,HALDIA ENERGY LIMITED,OC,10325,10000000,1,6405134
9337,1.20221E+18,7/5/2022,7/5/2022,7/19/2022,HALDIA ENERGY LIMITED,OC,10277,10000000,1,6405134
9338,1.20221E+18,7/5/2022,7/5/2022,7/19/2022,HALDIA ENERGY LIMITED,OC,10323,10000000,1,6405134
9339,8.47202E+20,7/5/2022,7/5/2022,7/19/2022,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,OC,12127,10000000,847,3394387
9340,8.47202E+20,7/5/2022,7/5/2022,7/19/2022,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,OC,12137,10000000,847,3394387
9341,8.47202E+20,7/5/2022,7/5/2022,7/19/2022,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,OC,12107,10000000,847,3394387
9342,8.47202E+20,7/5/2022,7/5/2022,7/19/2022,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,OC,12097,10000000,847,3394387
